Polarity,Subjectivity,Count
0.0,0.0,310
0.0,0.0,311
0.7,0.8,312
0.1,1.0,313
0.0,0.0,314
1.0,0.3,315
0.0,0.0,316
0.0,0.0,317
-0.6999999999999998,0.6666666666666666,318
0.8,0.7,319
0.0,0.0,320
0.2895833333333333,0.7000000000000001,321
0.6000000000000001,0.9,322
0.0,0.0,323
0.0,0.0,324
0.5,0.5,325
0.0,0.0,326
0.35,0.5,327
1.0,0.75,328
0.5,0.5,329
0.010416666666666657,0.5,330
0.0,0.0,331
0.0,0.0,332
-0.09999999999999999,0.6666666666666666,333
1.0,0.3,334
-0.1,0.3,335
-0.125,0.775,336
0.010416666666666657,0.5,337
0.0,0.0,338
0.0,0.0,339
-0.09999999999999999,0.6666666666666666,340
1.0,0.3,341
-0.1,0.3,342
-0.125,0.775,343
0.35,0.8,344
0.0,0.0,345
0.578125,0.65,346
0.5,0.6875,347
0.0,0.0,348
-0.25,0.5,349
0.0,0.0,350
-0.2,0.6,351
0.5333333333333333,0.6333333333333333,352
-1.0,1.0,353
-0.5,0.5333333333333333,354
0.0,0.0,355
0.8,0.8,356
-0.75,0.75,357
0.0,0.0,358
0.0,0.0,359
0.0,0.0,360
1.0,0.3,361
0.0,0.0,362
0.15,0.55,363
0.2,0.65,364
0.0,0.0,365
0.0,0.0,366
0.0,0.0,367
1.0,0.3,368
0.0,0.0,369
0.15,0.55,370
0.2,0.65,371
0.3375,0.4625,372
0.0,0.0,373
0.0,0.0,374
0.5,1.0,375
-0.3999999999999999,0.5555555555555555,376
0.0,0.0,377
0.6699999999999999,0.67,378
0.35,0.30000000000000004,379
0.4666666666666666,0.6666666666666666,380
0.0,0.19999999999999998,381
0.475,0.8,382
-0.2,0.3,383
-0.6999999999999998,0.6666666666666666,384
-0.4,0.6,385
-0.15000000000000002,0.85,386
0.0,0.0,387
-0.028124999999999983,0.44270833333333337,388
0.0,0.0,389
0.0,0.0,390
-0.2,0.3,391
-0.6999999999999998,0.6666666666666666,392
-0.4,0.6,393
-0.15000000000000002,0.85,394
0.0,0.0,395
-0.028124999999999983,0.44270833333333337,396
0.0,0.0,397
0.0,0.0,398
0.0,0.0,399
0.4,0.9,400
-0.4,0.45,401
-0.08999999999999997,0.4833333333333333,402
0.0,0.0,403
-0.8499999999999999,0.8333333333333333,404
0.0,0.125,405
-0.5,1.0,406
0.7,0.6000000000000001,407
0.4833333333333334,0.9333333333333332,408
-0.25,0.25,409
-0.04999999999999993,0.7833333333333333,410
0.6,1.0,411
0.0,0.0,412
-0.5,0.5625,413
0.55,0.875,414
0.0,0.0,415
0.0,0.0,416
0.0,0.0,417
0.6,1.0,418
0.0,0.0,419
-0.5,0.5625,420
0.55,0.875,421
0.0,0.0,422
0.0,0.0,423
0.0,0.0,424
0.0,0.0,425
1.0,0.3,426
0.0,0.0,427
0.0,0.0,428
0.1875,0.75,429
0.3,0.7000000000000001,430
0.0,0.0,431
0.0,0.0,432
0.2333333333333333,0.5555555555555556,433
